"Product","product_map"
"IS630-like element ISHvo8 family transposase","A45747"
"IS630-like element ISHwa16 family transposase","A66414"
"IS630-like element ISHwa7 family transposase","A71283"
"IS630-like element ISMac13 family transposase","A50521"
"IS630-like element ISMac17 family transposase","A28185"
"IS630-like element ISMac18 family transposase","A50533"
"IS630-like element ISMae21 family transposase","A30492"
"IS630-like element ISMae22 family transposase","A30509"
"IS630-like element ISMae23 family transposase","A30499"
"IS630-like element ISMae24 family transposase","A30491"
"IS630-like element ISMae25 family transposase","A50071"
"IS630-like element ISMae26 family transposase","A35287"
"IS630-like element ISMae27 family transposase","A30497"
"IS630-like element ISMae29 family transposase","A57474"
"IS630-like element ISMba10 family transposase","A60464"
"IS630-like element ISMdi1 family transposase","A30215"
"IS630-like element ISMdi20 family transposase","A30209"
"IS630-like element ISMex18 family transposase","A30261"
"IS630-like element ISMex21 family transposase","A43826"
"IS630-like element ISMex30 family transposase","A30218"
"IS630-like element ISMex41 family transposase","A60125"
"IS630-like element ISMma17 family transposase","A37367"
"IS630-like element ISMma8 family transposase","A37370"
"IS630-like element ISMma9 family transposase","A37357"
"IS630-like element ISMno11 family transposase","A66503"
"IS630-like element ISMno19 family transposase","A66526"
"IS630-like element ISMno21 family transposase","A66529"
"IS630-like element ISMsm2 family transposase","A42394"
"IS630-like element ISMsm5 family transposase","A42401"
"IS630-like element ISMth1 family transposase","A46808"
"IS630-like element ISNamo14 family transposase","A50194"
"IS630-like element ISNamo15 family transposase","A50197"
"IS630-like element ISNamo16 family transposase","A44498"
"IS630-like element ISNma5 family transposase","A44494"
"IS630-like element ISNma6 family transposase","A44491"
"IS630-like element ISNma7 family transposase","A44497"
"IS630-like element ISNpu2 family transposase","A39484"
"IS630-like element ISOt3 family transposase","A51666"
"IS630-like element ISPa47 family transposase","A30309"
"IS630-like element ISPeat1 family transposase","A51137"
"IS630-like element ISPlu10 family transposase","A44886"
"IS630-like element ISPlu16 family transposase","A37056"
"IS630-like element ISPlu19 family transposase","A37052"
"IS630-like element ISPlu3 family transposase","A44893"
"IS630-like element ISPlu8 family transposase","A44882"
"IS630-like element ISPna1 family transposase","A57276"
"IS630-like element ISPpu1 family transposase","A33523"
"IS630-like element ISPpu2 family transposase","A56977"
"IS630-like element ISPsy1 family transposase","A32662"
"IS630-like element ISPsy25 family transposase","A55841"
"IS630-like element ISPsy32 family transposase","A32098"
"IS630-like element ISRel6 family transposase","A52505"
"IS630-like element ISRj1 family transposase","A34339"
"IS630-like element ISRjo2 family transposase","A42641"
"IS630-like element ISRm10-1 family transposase","A35233"
"IS630-like element ISRm10 family transposase","A50433"
"IS630-like element ISRm2011-2 family transposase","A35227"
"IS630-like element ISRso5 family transposase","A50627"
"IS630-like element ISSen5 family transposase","A36150"
"IS630-like element ISShfr2 family transposase","A38735"
"IS630-like element ISSoc15 family transposase","A57792"
"IS630-like element ISSoc4 family transposase","A57798"
"IS630-like element ISSod10 family transposase","A36402"
"IS630-like element ISSod16 family transposase","A36401"
"IS630-like element ISSpo6 family transposase","A35785"
"IS630-like element ISSpu2 family transposase","A21106"
"IS630-like element ISSpu8 family transposase","A39398"
"IS630-like element ISSsu3 family transposase","A33906"
"IS630-like element ISStma10 family transposase","A45295"
"IS630-like element ISTcSa family transposase","A44579"
"IS630-like element ISThsp15 family transposase","A60177"
"IS630-like element ISTth6 family transposase","A23176"
"IS630-like element ISVa15 family transposase","A38171"
"IS630-like element ISVch6 family transposase","A44131"
"IS630-like element ISVsa8 family transposase","A51939"
"IS630-like element ISWpi11 family transposase","A52475"
"IS630-like element ISXo7 family transposase","A30435"
"IS630 family transposase","A8357"
"IS630 orf","A63820"
"IS630 transposase-related protein","A20661"
"IS66-like element IS66 family transposase","A42896"
"IS66-like element IS679 family transposase","A42476"
"IS66-like element IS682 family transposase","A20267"
"IS66-like element IS684 family transposase","A32657"
"IS66-like element IS692 family transposase","A43531"
"IS66-like element IS693 family transposase","A58592"
"IS66-like element IS883 family transposase","A29401"
"IS66-like element ISAba16 family transposase","A43556"
"IS66-like element ISAba17 family transposase","A20426"
"IS66-like element ISAba24 family transposase","A24609"
"IS66-like element ISAba25 family transposase","A27308"
"IS66-like element ISAba28 family transposase","A46319"
"IS66-like element ISAba46 family transposase","A71174"
"IS66-like element ISAde1 family transposase","A55499"
"IS66-like element ISAeh1 family transposase","A40947"
"IS66-like element ISAeme23 family transposase","A43231"
"IS66-like element ISAeme24 family transposase","A56873"
"IS66-like element ISAeme5 family transposase","A34366"
"IS66-like element ISAfe4 family transposase","A26702"
"IS66-like element ISAli10 family transposase","A60161"
"IS66-like element ISAli15 family transposase","A60010"
"IS66-like element ISAma4 family transposase","A34790"
"IS66-like element ISAnsp12 family transposase","A29621"
"IS66-like element ISAnsp3 family transposase","A61332"
"IS66-like element ISAs21 family transposase","A21375"
"IS66-like element ISAtu6 family transposase","A57242"
"IS66-like element ISAva2 family transposase","A42586"
"IS66-like element ISAzca2 family transposase","A61859"
"IS66-like element ISAzo15 family transposase","A61812"
"IS66-like element ISAzo19 family transposase","A58757"
"IS66-like element ISAzo21 family transposase","A61825"
"IS66-like element ISAzs18 family transposase","A50906"
"IS66-like element ISAzs20 family transposase","A50888"
"IS66-like element ISAzs21 family transposase","A50910"
"IS66-like element ISAzs7 family transposase","A50892"
"IS66-like element ISBcen14 family transposase","A21438"
"IS66-like element ISBcen19 family transposase","A21459"
"IS66-like element ISBf10 family transposase","A26908"
"IS66-like element ISBj7 family transposase","A43220"
"IS66-like element ISBmu30 family transposase","A44132"
"IS66-like element ISBrsp5 family transposase","A52490"
"IS66-like element ISBrsp6 family transposase","A58830"
"IS66-like element ISBst12 family transposase","A26941"
"IS66-like element ISBthe5 family transposase","A46931"
"IS66-like element ISBthe6 family transposase","A21981"
"IS66-like element ISBvu3 family transposase","A33422"
"IS66-like element ISBvu4 family transposase","A44665"
"IS66-like element ISCce5 family transposase","A71053"
"IS66-like element ISCde1 family transposase","A71442"
"IS66-like element ISCku5 family transposase","A50934"
"IS66-like element ISCku6 family transposase","A50941"
"IS66-like element ISCku7 family transposase","A50929"
"IS66-like element ISCro1 family transposase","A8668"
"IS66-like element ISCsc1 family transposase","A40746"
"IS66-like element ISCth11 family transposase","A41544"
"IS66-like element ISDge4 family transposase","A61112"
"IS66-like element ISDra8 family transposase","A45035"
"IS66-like element ISEc22 family transposase","A24053"
"IS66-like element ISEc23 family transposase","A17789"
"IS66-like element ISEc43 family transposase","A20166"
"IS66-like element ISEc47 family transposase","A30450"
"IS66-like element ISEc49 family transposase","A27339"
"IS66-like element ISEc8 family transposase","A17771"
"IS66-like element ISFsp10 family transposase","A44087"
"IS66-like element ISFsp11 family transposase","A44084"
"IS66-like element ISGka4 family transposase","A61606"
"IS66-like element ISGka5 family transposase","A27117"
"IS66-like element ISGob1 family transposase","A41079"
"IS66-like element ISGob2 family transposase","A41076"
"IS66-like element ISGob3 family transposase","A41067"
"IS66-like element ISGob4 family transposase","A41063"
"IS66-like element ISGst1 family transposase","A26943"
"IS66-like element ISH10 family transposase","A35925"
"IS66-like element ISH10B family transposase","A35929"
"IS66-like element ISHwa10 family transposase","A71271"
"IS66-like element ISHwa11 family transposase","A71281"
"IS66-like element ISKox1 family transposase","A24726"
"IS66-like element ISKpn15 family transposase","A21334"
"IS66-like element ISKpn24 family transposase","A21111"
"IS66-like element ISMac24 family transposase","A50531"
"IS66-like element ISMac8 family transposase","A50539"
"IS66-like element ISMasp4 family transposase","A63944"
"IS66-like element ISMasp5 family transposase","A63947"
"IS66-like element ISMbu12 family transposase","A41849"
"IS66-like element ISMbu5 family transposase","A41847"
"IS66-like element ISMhu3 family transposase","A60747"
"IS66-like element ISMma13 family transposase","A37362"
"IS66-like element ISMma14 family transposase","A37365"
"IS66-like element ISMma15 family transposase","A39245"
"IS66-like element ISMno13 family transposase","A66516"
"IS66-like element ISMno2 family transposase","A66504"
"IS66-like element ISMno3 family transposase","A66524"
"IS66-like element ISMno4 family transposase","A66501"
"IS66-like element ISMxa3 family transposase","A51786"
"IS66-like element ISNamo3 family transposase","A50196"
"IS66-like element ISNisp6 family transposase","A61518"
"IS66-like element ISNpe25 family transposase","A64136"
"IS66-like element ISNpe8 family transposase","A51064"
"IS66-like element ISPlu20 family transposase","A44876"
"IS66-like element ISPpa5 family transposase","A46922"
"IS66-like element ISPpa7 family transposase","A46088"
"IS66-like element ISPpr14 family transposase","A69409"
"IS66-like element ISPpu13 family transposase","A28296"
"IS66-like element ISPpu14 family transposase","A28292"
"IS66-like element ISPpu15 family transposase","A28290"
"IS66-like element ISPpu19 family transposase","A51059"
"IS66-like element ISPpu30 family transposase","A31561"
"IS66-like element ISPre3 family transposase","A38118"
"IS66-like element ISPsy34 family transposase","A46191"
"IS66-like element ISPsy43 family transposase","A25411"
"IS66-like element ISPsy5 family transposase","A51138"
"IS66-like element ISPto7 family transposase","A66398"
"IS66-like element ISPto8 family transposase","A66396"
"IS66-like element ISRel15 family transposase","A42090"
"IS66-like element ISRel19 family transposase","A36904"
"IS66-like element ISRel24 family transposase","A52156"
"IS66-like element ISRel8 family transposase","A42877"
"IS66-like element ISRfsp1 family transposase","A55110"
"IS66-like element ISRgn2 family transposase","A24458"
"IS66-like element ISRhru2 family transposase","A57935"
"IS66-like element ISRhsp5 family transposase","A32425"
"IS66-like element ISRle3 family transposase","A34213"
"IS66-like element ISRm14 family transposase","A35236"
"IS66-like element ISRm2 family transposase","A35253"
"IS66-like element ISRob1 family transposase","A44227"
"IS66-like element ISRsp1 family transposase","A58585"
"IS66-like element ISSal1 family transposase","A29088"
"IS66-like element ISSba7 family transposase","A37446"
"IS66-like element ISSfl3 family transposase","A34356"
"IS66-like element ISSgsp1 family transposase","A42717"
"IS66-like element ISShes9 family transposase","A57296"
"IS66-like element ISSme3 family transposase","A42919"
"IS66-like element ISSpu21 family transposase","A37557"
"IS66-like element ISStau2 family transposase","A51985"
"IS66-like element ISStau3 family transposase","A51988"
"IS66-like element ISStau4 family transposase","A51993"
"IS66-like element ISSwo2 family transposase","A50716"
"IS66-like element ISUnCu16 family transposase","A38035"
"IS66-like element ISVa11 family transposase","A38170"
"IS66-like element ISVa12 family transposase","A34955"
"IS66-like element ISVa5 family transposase","A37730"
"IS66-like element ISVa9 family transposase","A38169"
"IS66-like element ISVch7 family transposase","A52533"
"IS66-like element ISVsa2 family transposase","A51934"
"IS66-like element ISWen3 family transposase","A27570"
"IS66-like element short variant transposase","A28282"
"IS66 family insertion sequence element accessory protein TnpB","A7595"
"IS66 family insertion sequence hypothetical protein","A25872"
"IS66 family transposase","A7600"
"IS66 family transposase ISEc23","A55918"
"IS66 family transposase ISEc8","A56217"
"IS66 family transposase zinc-finger binding domain-containing protein","A14572"
"IS66 Orf2 like protein","A32911"
"IS701-like element IS1357 family transposase","A30236"
"IS701-like element IS1452 family transposase","A25593"
"IS701-like element IS4Sa2 family transposase","A44585"
"IS701-like element ISAba11 family transposase","A29808"
"IS701-like element ISAcma22 family transposase","A62551"
"IS701-like element ISAcma24 family transposase","A62555"
"IS701-like element ISAcma37 family transposase","A62557"
"IS701-like element ISAcma42 family transposase","A62535"
"IS701-like element ISAcma8 family transposase","A62529"
"IS701-like element ISAeme11 family transposase","A56876"
"IS701-like element ISAfl1 family transposase","A38613"
"IS701-like element ISAzo35 family transposase","A61832"
"IS701-like element ISAzs1 family transposase","A50913"
"IS701-like element ISAzs6 family transposase","A50893"
"IS701-like element ISAzvi10 family transposase","A45335"
"IS701-like element ISAzvi8 family transposase","A45341"
"IS701-like element ISBfun4 family transposase","A62353"
"IS701-like element ISBj6 family transposase","A34340"
"IS701-like element ISBj9 family transposase","A43223"
"IS701-like element ISBsm1 family transposase","A27119"
"IS701-like element ISClbu2 family transposase","A52088"
"IS701-like element ISCth16 family transposase","A41121"
"IS701-like element ISCysp20 family transposase","A38601"
"IS701-like element ISCysp21 family transposase","A50744"
"IS701-like element ISDds6 family transposase","A61728"
"IS701-like element ISDge1 family transposase","A61120"
"IS701-like element ISDge12 family transposase","A61125"
"IS701-like element ISDge14 family transposase","A61131"
"IS701-like element ISDge5 family transposase","A61113"
"IS701-like element ISDha16 family transposase","A51651"
"IS701-like element ISGdi12 family transposase","A61485"
"IS701-like element ISGur14 family transposase","A70986"
"IS701-like element ISHti12 family transposase","A57363"
"IS701-like element ISHwa4 family transposase","A71276"
"IS701-like element ISKol8 family transposase","A45057"
"IS701-like element ISMae34 family transposase","A57466"
"IS701-like element ISMba8 family transposase","A60458"
"IS701-like element ISMch7 family transposase","A43018"
"IS701-like element ISMco3 family transposase","A69429"
"IS701-like element ISMdi28 family transposase","A30252"
"IS701-like element ISMesi2 family transposase","A33168"
"IS701-like element ISMhu9 family transposase","A60740"
"IS701-like element ISMmg4 family transposase","A57826"
"IS701-like element ISMpo9 family transposase","A60758"
"IS701-like element ISMtsp19 family transposase","A50822"
"IS701-like element ISNamo5 family transposase","A50211"
"IS701-like element ISNha1 family transposase","A61520"
"IS701-like element ISNha2 family transposase","A61513"
"IS701-like element ISNpu5 family transposase","A39464"
"IS701-like element ISNpu6 family transposase","A39480"
"IS701-like element ISNpu7 family transposase","A39485"
"IS701-like element ISPlag1 family transposase","A30871"
"IS701-like element ISPlan1 family transposase","A36135"
"IS701-like element ISPna6 family transposase","A57278"
"IS701-like element ISPosp2 family transposase","A60296"
"IS701-like element ISRba4 family transposase","A42048"
"IS701-like element ISRhosp2 family transposase","A42117"
"IS701-like element ISRhosp3 family transposase","A64306"
"IS701-like element ISRhosp4 family transposase","A62436"
"IS701-like element ISRm31 family transposase","A35239"
"IS701-like element ISRso17 family transposase","A30840"
"IS701-like element ISSav2 family transposase","A71469"
"IS701-like element ISSav3 family transposase","A71465"
"IS701-like element ISSav4 family transposase","A71467"
"IS701-like element ISTth8 family transposase","A51377"
"IS701-like element ISXo15 family transposase","A18031"
"IS701 family transposase","A16655"
"IS903 transposase","A66827"
"IS91-like element IS1294 family transposase","A44847"
"IS91-like element IS801 family transposase","A55838"
"IS91-like element IS91 family transposase","A33992"
"IS91-like element ISAzo26 family transposase","A61819"
"IS91-like element ISCR1 family transposase","A21374"
"IS91-like element ISEc37 family transposase","A45858"
"IS91-like element ISMbu9 family transposase","A41842"
"IS91-like element ISMno23 family transposase","A66507"
"IS91-like element ISMno24 family transposase","A66532"
"IS91-like element ISPda2 family transposase","A52120"
"IS91-like element ISPps1 family transposase","A29105"
"IS91-like element ISPsy3 family transposase","A41277"
"IS91-like element ISSbo1 family transposase","A34358"
"IS91-like element ISSde12 family transposase","A45258"
"IS91-like element ISShvi3 family transposase","A58790"
"IS91-like element ISSod25 family transposase","A36393"
"IS91-like element ISVa3 family transposase","A37731"
"IS91-like element ISVsa10 family transposase","A51950"
"IS91-like element ISVsa21 family transposase","A51953"
"IS91-like element ISVsa3 family transposase","A12120"
"IS91-like element ISVsa9 family transposase","A51933"
"IS91 family transposase","A7603"
"IS91 orf","A63794"
"IS91 ORF2","A63795"
"IS911 ORF1","A63874"
"IS911 ORF2","A63875"
"IS911A regulator fragment","A47085"
"IS911B regulator fragment","A49847"
"IS982-like element IS1187 family transposase","A26912"
"IS982-like element IS1592 family transposase","A55855"
"IS982-like element IS1599 family transposase","A44520"
"IS982-like element IS195 family transposase","A515"
"IS982-like element IS233A family transposase","A43390"
"IS982-like element IS982 family transposase","A36155"
"IS982-like element IS982B family transposase","A21883"
"IS982-like element IS982C family transposase","A36160"
"IS982-like element ISAba4 family transposase","A34988"
"IS982-like element ISAba825 family transposase","A35496"
"IS982-like element ISAba9 family transposase","A33463"
"IS982-like element ISAcsp2 family transposase","A33680"
"IS982-like element ISBs1 family transposase","A58782"
"IS982-like element ISCaa5 family transposase","A57585"
"IS982-like element ISCef2 family transposase","A64012"
"IS982-like element ISCef3 family transposase","A64011"
"IS982-like element ISClce1 family transposase","A45518"
"IS982-like element ISCth1 family transposase","A41119"
"IS982-like element ISDds4 family transposase","A61729"
"IS982-like element ISDds5 family transposase","A61731"
"IS982-like element ISDge8 family transposase","A61118"
"IS982-like element ISEfm1 family transposase","A17895"
"IS982-like element ISFtu4 family transposase","A26283"
"IS982-like element ISGsp1 family transposase","A26938"
"IS982-like element ISGth1 family transposase","A27120"
"IS982-like element ISLgar2 family transposase","A50651"
"IS982-like element ISLgar3 family transposase","A21909"
"IS982-like element ISLh1 family transposase","A28275"
"IS982-like element ISLhe1 family transposase","A51789"
"IS982-like element ISLhe5 family transposase","A51788"
"IS982-like element ISLhe7 family transposase","A36354"
"IS982-like element ISLla2 family transposase","A44793"
"IS982-like element ISLll1 family transposase","A21884"
"IS982-like element ISLpl4 family transposase","A35826"
"IS982-like element ISNeu1 family transposase","A61615"
"IS982-like element ISNsp1 family transposase","A57317"
"IS982-like element ISPasp1 family transposase","A71065"
"IS982-like element ISPasp2 family transposase","A71071"
"IS982-like element ISPasp3 family transposase","A71063"
"IS982-like element ISPfu3 family transposase","A30752"
"IS982-like element ISPlu11 family transposase","A44884"
"IS982-like element ISPlu6 family transposase","A44887"
"IS982-like element ISPrsp2 family transposase","A39965"
"IS982-like element ISPsa1 family transposase","A29154"
"IS982-like element ISPsma1 family transposase","A62709"
"IS982-like element ISRa1 family transposase","A33672"
"IS982-like element ISSa4 family transposase","A39962"
"IS982-like element ISSde7 family transposase","A45256"
"IS982-like element ISSmu5 family transposase","A46210"
"IS982-like element ISSod20 family transposase","A36388"
"IS982-like element ISSpy2 family transposase","A25670"
"IS982-like element ISSude1 family transposase","A58600"
"IS982-like element ISVsa6 family transposase","A51936"
"IS982-like element ISWpi16 family transposase","A62030"
"IS982 family transposase","A809"
"ISAs1-like element IS1358 family transposase","A36197"
"ISAs1-like element IS1358A family transposase","A38176"
"ISAs1-like element IS1548 family transposase","A14073"
"ISAs1-like element IS1629 family transposase","A38186"
"ISAs1-like element ISAcma12 family transposase","A62527"
"ISAs1-like element ISAcma2 family transposase","A62556"
"ISAs1-like element ISAeme1 family transposase","A29528"
"ISAs1-like element ISAeme2 family transposase","A42372"
"ISAs1-like element ISAli14 family transposase","A60168"
"ISAs1-like element ISAma3 family transposase","A34795"
"ISAs1-like element ISAnsp13 family transposase","A29584"
"ISAs1-like element ISAnsp9 family transposase","A29593"
"ISAs1-like element ISAs1 family transposase","A21323"
"ISAs1-like element ISAs12 family transposase","A29522"
"ISAs1-like element ISAsp2 family transposase","A41002"
"ISAs1-like element ISAzo29 family transposase","A58758"
"ISAs1-like element ISAzo3 family transposase","A58756"
"ISAs1-like element ISAzo8 family transposase","A60609"
"ISAs1-like element ISAzs11 family transposase","A50897"
"ISAs1-like element ISAzs12 family transposase","A50898"
"ISAs1-like element ISAzs15 family transposase","A50900"
"ISAs1-like element ISAzs22 family transposase","A50911"
"ISAs1-like element ISAzs5 family transposase","A50890"
"ISAs1-like element ISBaov2 family transposase","A26175"
"ISAs1-like element ISBf9 family transposase","A43519"
"ISAs1-like element ISBthe4 family transposase","A19986"
"ISAs1-like element ISCbu1 family transposase","A39549"
"ISAs1-like element ISChth1 family transposase","A68446"
"ISAs1-like element ISCysp6 family transposase","A66583"
"ISAs1-like element ISCysp7 family transposase","A38600"
"ISAs1-like element ISCysp8 family transposase","A38596"
"ISAs1-like element ISEc1 family transposase","A6559"
"ISAs1-like element ISEc26 family transposase","A19905"
"ISAs1-like element ISEc5 family transposase","A20160"
"ISAs1-like element ISGob5 family transposase","A41060"
"ISAs1-like element ISKpn31 family transposase","A22664"
"ISAs1-like element ISKpn9 family transposase","A33762"
"ISAs1-like element ISMae8 family transposase","A30493"
"ISAs1-like element ISMno1 family transposase","A66515"
"ISAs1-like element ISOan1 family transposase","A66358"
"ISAs1-like element ISPa60 family transposase","A14217"
"ISAs1-like element ISPg2 family transposase","A243"
"ISAs1-like element ISPg6 family transposase","A562"
"ISAs1-like element ISPin4 family transposase","A42659"
"ISAs1-like element ISPlu17 family transposase","A37053"
"ISAs1-like element ISPlu18 family transposase","A37051"
"ISAs1-like element ISPpr10 family transposase","A55131"
"ISAs1-like element ISPpr12 family transposase","A69408"
"ISAs1-like element ISPsesp1 family transposase","A44295"
"ISAs1-like element ISPto5 family transposase","A66385"
"ISAs1-like element ISRba7 family transposase","A42045"
"ISAs1-like element ISRce1 family transposase","A55119"
"ISAs1-like element ISRm21 family transposase","A35226"
"ISAs1-like element ISSba1 family transposase","A37445"
"ISAs1-like element ISSba2 family transposase","A37443"
"ISAs1-like element ISSde9 family transposase","A45253"
"ISAs1-like element ISSeq10 family transposase","A19274"
"ISAs1-like element ISSod22 family transposase","A36400"
"ISAs1-like element ISSpu13 family transposase","A60084"
"ISAs1-like element ISTha1 family transposase","A57730"
"ISAs1-like element ISTha2 family transposase","A60352"
"ISAs1-like element ISVa13 family transposase","A58795"
"ISAs1-like element ISVha1 family transposase","A52355"
"ISAs1-like element ISVsa13 family transposase","A51949"
"ISAs1-like element ISXne3 family transposase","A38975"
"ISAs1 family transposase","A536"
"ISAzo13-like element ISAzo13 family transposase","A58763"
"ISAzo13-like element ISCasp1 family transposase","A57132"
"ISAzo13-like element ISCph11 family transposase","A71398"
"ISAzo13-like element ISFsp13 family transposase","A44078"
"ISAzo13-like element ISLsp4 family transposase","A40825"
"ISAzo13-like element ISMae28 family transposase","A30504"
"ISAzo13-like element ISMco6 family transposase","A69431"
"ISAzo13-like element ISMfu1 family transposase","A64130"
"ISAzo13-like element ISNpu10 family transposase","A39465"
"ISAzo13-like element ISNsp4 family transposase","A57318"
"ISAzo13-like element ISRisp1 family transposase","A41170"
"ISAzo13-like element ISRop2 family transposase","A36701"
"ISAzo13-like element ISScl2 family transposase","A15411"
"ISAzo13-like element ISStau11 family transposase","A51983"
"ISAzo13-like element ISStau6 family transposase","A51995"
"ISAzo13-like element ISStsp1 family transposase","A61890"
"ISAzo13-like element ISStsp2 family transposase","A61891"
"ISAzo13 family transposase","A16650"
"IscA/HesB family protein","A20909"
"IscU protein","A43514"
"ISEc8 transposase","A70491"
"ISH3-like element ISC1200 family transposase","A58641"
"ISH3-like element ISC1225 family transposase","A39689"
"ISH3-like element ISC1359 family transposase","A39685"
"ISH3-like element ISC1439A family transposase","A39683"
"ISH3-like element ISC1439B family transposase","A39686"
"ISH3-like element ISH20A family transposase","A35995"
"ISH3-like element ISH27-2 family transposase","A35927"
"ISH3-like element ISH27-3 family transposase","A35986"
"ISH3-like element ISH3B family transposase","A35931"
"ISH3-like element ISH51 family transposase","A45712"
"ISH3-like element ISHla1 family transposase","A50305"
"ISH3-like element ISHla11 family transposase","A61876"
"ISH3-like element ISHla8 family transposase","A61871"
"ISH3-like element ISHla9 family transposase","A61882"
"ISH3-like element ISHli5 family transposase","A50311"
"ISH3-like element ISHvo20 family transposase","A45731"
"ISH3-like element ISHvo21 family transposase","A45742"
"ISH3-like element ISHvo22 family transposase","A45766"
"ISH3-like element ISHwa12 family transposase","A71273"
"ISH3-like element ISHwa13 family transposase","A71270"
"ISH3-like element ISMba14 family transposase","A60450"
"ISH3-like element ISMbu7 family transposase","A41844"
"ISH3-like element ISMbu8 family transposase","A41838"
"ISH3-like element ISMma1 family transposase","A37368"
"ISH3-like element ISNamo6 family transposase","A50213"
"ISH3-like element ISSis6 family transposase","A46406"
"ISH3-like element ISSto14 family transposase","A36673"
"ISH3-like element ISSto8 family transposase","A36657"
"ISH3 family transposase","A22889"
"ISH3 family transposase ISFac1","A64196"
"ISH6-like element ISHla10 family transposase","A50307"
"ISH6-like element ISHma5 family transposase","A45082"
"ISH6-like element ISNph3 family transposase","A61663"
"ISH6 family transposase","A35400"
"ISH6 family transposase ISH6","A35948"
"ISKra4-like element ISAra2 family transposase","A62717"
"ISKra4-like element ISAzs26 family transposase","A50902"
"ISKra4-like element ISBugl3 family transposase","A32334"
"ISKra4-like element ISBusp5 family transposase","A70953"
"ISKra4-like element ISCasp2 family transposase","A57129"
"ISKra4-like element ISCasp3 family transposase","A57137"
"ISKra4-like element ISCep1 family transposase","A71488"
"ISKra4-like element ISDau4 family transposase","A66238"
"ISKra4-like element ISDere1 family transposase","A61627"
"ISKra4-like element ISEc51 family transposase","A46328"
"ISKra4-like element ISGob7 family transposase","A41071"
"ISKra4-like element ISGvi7 family transposase","A69337"
"ISKra4-like element ISHhy1 family transposase","A70743"
"ISKra4-like element ISHoc2 family transposase","A60717"
"ISKra4-like element ISKpn19 family transposase","A15586"
"ISKra4-like element ISMae18 family transposase","A57470"
"ISKra4-like element ISMae42 family transposase","A50069"
"ISKra4-like element ISMae43 family transposase","A50074"
"ISKra4-like element ISMfu2 family transposase","A42611"
"ISKra4-like element ISMic1 family transposase","A30317"
"ISKra4-like element ISNpu14 family transposase","A39474"
"ISKra4-like element ISNpu15 family transposase","A39473"
"ISKra4-like element ISNpu16 family transposase","A39481"
"ISKra4-like element ISNsp5 family transposase","A57322"
"ISKra4-like element ISNsp6 family transposase","A51767"
"ISKra4-like element ISPle1 family transposase","A69456"
"ISKra4-like element ISPle2 family transposase","A69457"
"ISKra4-like element ISRli1 family transposase","A44288"
"ISKra4-like element ISSfr3 family transposase","A57443"
"ISKra4-like element ISSri1 family transposase","A16797"
"ISKra4-like element ISSusp3 family transposase","A46765"
"ISKra4-like element ISSusp4 family transposase","A46764"
"ISKra4-like element ISSysp7 family transposase","A44653"
"ISKra4-like element ISSysp8 family transposase","A43595"
"ISKra4-like element ISTni1 family transposase","A46564"
"ISKra4-like element ISXne1 family transposase","A51754"
"ISKra4 family transposase","A13623"
"ISL3-like element IS1001 family transposase","A22335"
"ISL3-like element IS1096 family transposase","A42396"
"ISL3-like element IS1165 family transposase","A32197"
"ISL3-like element IS1167 family transposase","A33049"
"ISL3-like element IS1167A family transposase","A33670"
"ISL3-like element IS1181 family transposase","A17010"
"ISL3-like element IS1193 family transposase","A39678"
"ISL3-like element IS1251 family transposase","A22786"
"ISL3-like element IS13869 family transposase","A24303"
"ISL3-like element IS1411 family transposase","A16070"
"ISL3-like element IS1476 family transposase","A22792"
"ISL3-like element IS1489v1 family transposase","A61836"
"ISL3-like element IS1557 family transposase","A4010"
"ISL3-like element IS2001 family transposase","A31032"
"ISL3-like element IS31831 family transposase","A24305"
"ISL3-like element IS466 family transposase","A51016"
"ISL3-like element IS469 family transposase","A51015"
"ISL3-like element IS651 family transposase","A57686"
"ISL3-like element IS652 family transposase","A63995"
"ISL3-like element ISAar13 family transposase","A46488"
"ISL3-like element ISAar14 family transposase","A46507"
"ISL3-like element ISAar15 family transposase","A46491"
"ISL3-like element ISAar19 family transposase","A46493"
"ISL3-like element ISAar20 family transposase","A46496"
"ISL3-like element ISAar23 family transposase","A46486"
"ISL3-like element ISAar34 family transposase","A46525"
"ISL3-like element ISAar39 family transposase","A46518"
"ISL3-like element ISAar42 family transposase","A46520"
"ISL3-like element ISAcma10 family transposase","A62524"
"ISL3-like element ISAcma23 family transposase","A62558"
"ISL3-like element ISAe1 family transposase","A42101"
"ISL3-like element ISAeme19 family transposase","A24748"
"ISL3-like element ISArch12 family transposase","A57544"
"ISL3-like element ISArch13 family transposase","A57537"
"ISL3-like element ISAtc1 family transposase","A35676"
"ISL3-like element ISAtc2 family transposase","A35678"
"ISL3-like element ISAzba9 family transposase","A43252"
"ISL3-like element ISAzs13 family transposase","A50894"
"ISL3-like element ISBli1 family transposase","A43177"
"ISL3-like element ISBli3 family transposase","A43176"
"ISL3-like element ISBlo6 family transposase","A39806"
"ISL3-like element ISBma1 family transposase","A22152"
"ISL3-like element ISCfr12 family transposase","A26120"
"ISL3-like element ISCsa1 family transposase","A38572"
"ISL3-like element ISDvu5 family transposase","A34441"
"ISL3-like element ISEc38 family transposase","A27945"
"ISL3-like element ISEc53 family transposase","A24633"
"ISL3-like element ISEfa11 family transposase","A22789"
"ISL3-like element ISEfa5 family transposase","A22791"
